perfume_name,description,image,brand,brandid,gender,product_type,character_x,fragrance_family,size,year,concentration,top_note,middle_note,base_note,language,file_format,image_resolution,similar_perfumes
The Harmonist Matrix Metal EDP,"A luxurious fragrance that is perfect for both men and women.
The fragrance was launched with an exceptional formula extracted from the finest natural elements.
The fragrance begins with aldehydes and juniper berries.
And in the heart are touches of woody and amber scents.
The fragrance ends with notes of pine, vetiver, myrrh and amber.
About the brand:
The Harmonist is a U.S. perfume house that was founded in 2013. It uses the rarest and most expensive natural ingredients from all over the world to create distinctive scents that bring you the clarity of the mind and body that you are looking. The first fragrance was released in 2015.",https://bluemercury.com/cdn/shop/files/global_images-3760284781381-1_1024x.jpg?v=1758149559,The Harmonist,346,Unisex,Perfume,Natural,Woody,50 ml,2015,Eau de Parfum,"Aldehydes, Juniper Berries",Tuscan Iris,"Gray Amber, Notes of Ozone, Cedar",en,jpg,1024x1024,"Tous Les Jours Perfume Day 3, Elie Saab Le Parfum Resort Collection, S.T. Dupont Essence Pure"
Tous Les Jours Perfume Day 113,"A seductive fragrance for both men and women that is inspired by the Arabian luxurious aromas. It opens with notes of pink pepper, followed by lilac in the middle and patchouli in the base, offering a magnificent composition that leaves you with elegant scent to keep you chic as always.
About the brand:
Tous Les Jours is a Saudi brand that offers a wide variety of perfumes. it takes into account the different material capabilities of customers while maintaining the characteristics of quality and stability in its products, especially With the quality of the fragrance and the shape of the package. As it uses the finest oils imported from the best French and Swiss sources. The marketing department manages more than 244 points of sale throughout the Kingdom of Saudi Arabia alone, and the number increases to new sites and more in new countries every year.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/0/2000113-tous-les-jours-tous-les-jours---perfume-day-113-1.png,Tous Les Jours,356,Unisex,Perfume,Natural,Oriental,55 ml,2018,Eau de Parfum,"Mandarin orange, pink pepper","geranium, peach, lilac","patchouli, amber",en,png,750x750,"Chopard Happy Spirit Forever, Gucci Guilty Pour Femme, Calvin Klein CK Everyone EDT"
Carolina Herrera 212 Vip Rose,"A fruity floral fragrance for women, embodying the charm, elegance and fun atmosphere of modern New York parties, with a mixture of champagne, peach buds, and white musk. Injects more seduction, more glamour, more emotion and more party into the 212 VIP world. 212 VIP ROSÃƒâ€° is authentic and spontaneous, a new party that brings a boost of energy.
About the brand:
Carolina Herrera is a Venezuelan-born American fashion designer, known for her elegance and sophistication. Before she became a designer, she was known as one of the most beautifully dressed women in the world. Her company is renowned for its sophisticated and elegant classic designs, as well as its fragrances.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/carolina_herrera_212_vip_rose.jpg,Carolina Herrera,78,Women,Perfume,Romantic,Fruity,50 ml,1995,Eau de Parfum,"Champagne, fruity scent",peach buds,"woods, white musk, amber.",en,png,750x750,"Burberry Brit Sheer, Paris Hilton Can Can Burlesque EDP, Chopard Happy Spirit"
Elie Saab Cuir Bourbon,"A leather sensual fragrance that offer you precious strong scents of black vanilla in a fascinating mix of warm mix to experience new magical feelings.
About the brand:
Elie Saab is the most well-known Arab fashion designer. He started his business in the early 1980s and specialized in bridal couture. He is the first Arab to create such a name and brand in the fashion industry. He created his first perfume in 2005, which won the award for the best new perfume in England, United States, and France.  ",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/4/3423473993957_elie_saab_cuir_bourbon_1.jpg,Elie Saab,117,Unisex,Perfume,Charismatic,Leather,100 ml,2016,Eau de Parfum,Suede,Bourbon vanilla,"Musk, Saffron",en,png,750x750,"Brands Me Vanilla Musk EDP, Hugo Boss Bottled Unlimited EDT, Maqam Base of Soul EDP - 120 ml"
Geparlys Yes I Am The King EDT,"A luxurious classic scent comes from this daring masculine fragrance.
It's the perfect option to show your elegance, thanks to the notes of geranium and bergamot.
You're the real king when you captivate the hearts and make women fall in your love.
The base boosts your confidence, thanks to the notes of vetiver and musk, which show the details of your beauty.
About the brand:
Created in 2001, Geparlys is a company that creates and distributes its own perfumes and fragrances. For years, its aim has been to satisfy their customers by offering them diversity in the scope of ranges in terms of design, families of fragrances, and prices. Constantly coming up with new ideas and sharing an emotion, Geparlys has now become an essential player in the world's Perfumery market.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/7/3700134411273-geparlys-geparlys-yes-i-am-the-king-giant-for-men-_m_-edp-100-ml.png,Geparlys,140,Men,Perfume,Romantic,Woody,100 ml,2017,Eau de Toilette,"Bergamot, Orange, Apple, Grape fruit","Elemi, Lavender, Geranium","Patchouli, Amber, Vetiver, Musk",en,png,750x750,"Tous Les Jours Perfume Day 113, Jaguar Vision Sport, Al Majed for Oud Musk Al-Majid EDP"
Al Majed for Oud Musk Al-Majid EDP,"Inspired by the warmth of oud and its distinctive oriental scent
The oriental notes blend with soft fruits and flowers to create an amazing and exciting scent
The fragrance of vetiver will envelop you, reflecting your love for elegance and beauty
This perfume deserves to be in your collection. A perfect companion for all of your occasions
About the Brand:
Al Majed For Oud Company was established in 1956 AD to establish a promising market in the field of oud trade through the wholesale sector by culminating in more than 60 years of experience in the manufacture of oud and perfumes. Their preparations across the Gulf market, by creating and innovating new aromatic lines have contributed in expanding their customer base and heading to the retail trade to reach more than 160 sales platforms in the Kingdom of Saudi Arabia and the Gulf countries.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/2/6285091001103-2159-_-_-_-_-_-_.png,Al Majed For Oud,18,Unisex,Perfume,Charismatic,Oriental,50 ml,2017,Eau de Parfum,Fruits,"Vetiver, Flowers","Oud, Musk, Patchouli",en,png,750x750,"Lancome Maison Oud Ambroisie EDP, Scent Zone Black Granit EDP, Chopard Agar Royal"
Laura Biagiotti Roma Uomo EDT,"Rome, the ancient, eternal, and majestic city, has a rich history of heroism and exciting adventures.
The fragrance takes you back to history, where the strong spirit of heroes surround you and give you the spirit of daring and luxury in your appearance.
It is the most powerful and beautiful fragrance to express your strength of personality and your many victories with its delicious and refreshing citrus notes.
The juniper and pine in the heart of the fragrance highlight the hidden secrets of your soul and helps you discover the secret of elegance and vitality.
About the brand:
Laura Biagiott is an Italian luxury fashion house that was founded in 1982. The brand achieved success in men and women clothing, accessories, watches and luxury parfumes. It became one of the largest fashion companies in Italy.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/0/4084500236059-laura-biagiotti-laura-biagiotti-roma-uomo-_m_-edt-75-ml.png,Laura Biagiotti,213,Men,Perfume,Romantic,Woody,75 ml,1992,Eau de Toilette,"Bergamot, Basil, Grapefruit, Galbanum","Juniper, Heliotrope, Jasmine, Pine","Cedar, Patchouli, Sandalwood, Petrol",en,png,750x750,"Sisley Sisley Eau de 2 EDT, Chopard Enchanted Midnight Spell, S.T.Dupont Special Edition Pour Femme"
Liquides Imaginaires Buveur De Vent EDP,"Intense, warm, sensual aromatic notes inspired by the skins of wild creatures that live in the wild.
The strange and mysterious harmony of tarragon and intense oak moss leaves you with supernatural power.
Sage and cypress are added to the fragrance to prove the fact that nature is the magic entity in mythology.
Express your unbridled strength and unrestrained spirit with the odor of the rich fragrance that captivates the breath around you
About the brand:
Liquides Imaginaires is a new and distinctive French perfume house, which launched its first perfume in 2011 and its various innovations are still spreading in the market in huge numbers until this moment.",https://assets.goldenscent.com/catalog/product/cache/18/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/3/7/3770004394685-liquides-imaginaires-liquides-imaginaires-les-eaux-de-l_est-buveur-de-vent-100-ml.png,Liquides Imaginaires,220,Unisex,Perfume,Extravagant,Aromatic,100 ml,2019,Eau de Parfum,"Sandalwood, bergamot, labdanum","ylang-ylang, praline, jasmine,","Turkish Rose Oil, Leather, Amber",en,png,750x750,"Lancome Magie Noire EDT, Stella McCartney Stella, Lalique Elegance Animale Noir Premier 1989"
Dunhill London Icon Elite,"Icon Elite was launched in 2016 representing the spirit of Dunhill brand and olfactive face of the contemporary British that celebrates the elegant man and his timeless style. The fragrance was characterized as woody and very masculine. Among keynotes of the new edition, vetiver and sandalwood were harmoniously blended and skillfully spiced with sweet cardamom.
Anout the brand:
Dunhill is a British luxury goods brand, specializing in ready-to-wear, custom and bespoke menswear, leather goods, and fragrances. The company is based in London, where it also owns and operates a leather workshop. Dunhill is currently owned by Richemont Holdings Limited and managed by CEO Andrew Maag.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/5/85715806161_dunhill_dunhill_london_icon_elite_m_edp_30_ml_1.jpg,Dunhill,113,Men,Perfume,Romantic,Woody,30 ml,2016,Eau de Parfum,"Bergamot, Kaffir Lime, Cardamom","Vetiver Absolute, Blue Sage, Black Pepper","Ebony Wood, Sandalwood, Black Suede",en,png,750x750,"Guerlain La Petite Robe Noire Florale Black Perfecto, Juicy Couture Dirty English, Calvin Klein Obsessed Intense"
Diesel Spirit Of The Brave EDT,"The aroma of bergamot and galbanum spreads around you to tell you the most beautiful details of the day.
The exciting heart of the fragrance contains cypress and fir to make you fly in the sky of attractivness and sophistication, captivating the hearts of anyone around you.
Enhance your sense of confidence and strength with this fragrance that stays powerful and intense for a long time without fading.
The perfume base notes exude the aroma of labdanum and Tonka beans to renew your vitality and energy in the last hours of the day and night.
About the brand:
Diesel was founded by Renzo Rosso in 1978 with a goal of making it a leader company that would take chances to carve out a niche for itself in the clothing industry. In 2007, Diesel expanded its rebellious and ironic spirit to the fragrance industry. Since then, Diesel Parfums reinterprets the codes of classic perfumery with a modern twist. Fuel for life, Only The Brave, Loverdose, and Diesel BAD are bold names for unique, multifaceted fragrances, that are colorful, often unconventional, and with a real personality.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614272631908-diesel-diesel-spirit-of-the-brave-pour-homme-_m_-edt-125-ml-125-ml-1.png,Diesel,103,Men,Perfume,Romantic,Woody,125 ml,2019,Eau de Toilette,"Galbanum, Bergamot","cypress, fir","Labdanum, Tonka Bean",en,png,750x750,"Yves Saint Laurent L'Homme, Dolce & Gabbana The One Mysterious Night, Jaguar Imperial For Men"
Vertus Night Dose EDP,"A mystical profound journey where East meets West, a path to the rich treasures of both cultures.
The harmony of spicy notes of saffron with the softness of lily and coconut is a true expression of the meeting of the two cultures in one unique fragrance.
Feel the delicious sweetness of peach mixed with the softness of jasmine in the heart of the fragrance that embraces your heart with feelings of romance and calmness.
The ends of the fragrance are the true expression of the East with its high luxury, where the creamy sandalwood notes envelop you with the warmth of tobacco and tonka beans.
About the brand:
Vertus is a pioneer in the world of perfumes. The brand was founded in 1996, to embody the idea of ""signature scent"", with perfumes designed & produced in France. Its artful fragrances make it one of the pioneers in Niche perfumes.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3612345679185-vertus-vertus-night-dose-_u_-edp-100-ml.jpg,Vertus,369,Women,Perfume,Extravagant,Fruity,100 ml,2015,Eau de Parfum,"Grapefruit, Apple, Black Plum","Yellow Plum, Saffron, Jasmine","Orris Root, Peach, Heliotrope, Lily Of The Valley, Coconut, Damask Rose",en,png,750x750,"Gucci Bloom Ambrosia di Fiori, Giorgio Armani Ocean Di Gioia EDP, Guerlain Idylle Old Version"
Thameen Fragrance The Cora Body Lotion - 100 ml,"-It is the right time to reveal your timeless masculinity and enhance your limitless attractiveness.
-The aromatic blend of lavender and mastic is exactly what you need to have energy and enthusiasm.
-It opens with a striking freshness of mandarin, revealing a vibrant and glowing heart of sage and thyme.
-The fragrance ends with intense dark notes of vetiver oil and teak wood which provides you with mysterious aromas.
The scent remains powerful and intense for long hours. It is suitable for all occasions.
About the brand:
Lucien Ferrero Maitre Parfumeur was created by the brilliant perfumer Lucien Ferrero in 2019. Although the brand was launched in a short time, it achieved great success and its perfumes are sold all over the world.",https://usa.thameenlondon.com/cdn/shop/products/Bottles_Body_Lotion_0000_TheCora-BodyLotionBottle_f3352e80-7b8f-418d-b88e-9acb1ea3ec8e_530x@2x.png?v=1680015654,Lucien Ferrero Maitre Parfumeur,228,Men,Perfume,Extravagant,Aromatic,100 ml,2020,Eau de Parfum,"Lavender, Mastic, Green Mandarin","Vanilla, Praline, Powder","Vetiver, musk",en,png,1060x1060,"Givenchy Gentleman Cologne, Brands Me Vanilla Musk EDP, Stephane Humbert Lucas 777 Une Nuit a Doha EDP"
Guy Laroche Fidji,"Launched by the design house of guy Laroche in 1966, fidji is classified as a freshy, flowery parfume. This feminine fragrance possesses a mix of hyacinth, lemon, bergamot, carnation, jasmine, and rose. It is advisable for office wear.Guy Laroche FIDJI Eau De Toilette Spray for Women 3.4 oz
About the brand:
Guy Laroche was a wonderful French fashion designer and founder of the company that bears his name who began his career as a hat-maker, but later moved to fashion when he became the assistant to couturier Jean Desses. The company's first incursion into parfumes began with legendary Fidji for women, in 1966. The first men's parfume from Guy LaRoche was 1972's Drakkar, which was eclipsed by its more successful flanker, Drakkar Noir, in 1982. his company still offers parfumes in cooperation with L'OrÃƒÂ©al, as it the earliest edition was created in 1966 and the newest is from 2014.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_guy_laroche_perfumes_fidji_for_women_eau_de_toilette.jpg,Guy Laroche,154,Women,Perfume,Romantic,Floral,100 ml,1966,Eau de Toilette,"hyacinth, galbanum, lemon,","Carnation, jasmine, and Bulgarian rose","sandalwood, balsam, patchouli, musk, and oakmoss",en,png,750x750,"Emanuel Ungaro Ungaro Pour L'Homme, Giorgio Beverly Hills Gior Gio, Burberry London for Men"
Atelier Cologne Rose Anonyme Extrait,"Rose Anonyme Extrait by Atelier Cologne is a unisex floral fragrance. This amazing floral fragrance features accords of Bulgarian rose, Italian bergamot, Indonesian patchouli, and Mediterranean olfactory notes. This fragrance has a fresh and floral composition which makes you feel like the queen of flowers.
About the brand:
Atelier Cologne is a part of LÃ¢â‚¬â„¢OrÃƒÂ©al Luxe. Christophe Cervasel and Sylvie Ganter out of their passion for perfumes and fragrances created a new olfactive family. Now Atelier Cologne has a wide collection of elegant and classy perfumes.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/8/7890.jpg,Atelier Cologne,38,Women,Perfume,Romantic,Oriental,100 ml,2012,Parfum,"Calabrian Bergamot, Ginger","Turkish Rose, Somalian Opoponax, Agerwood"," Indonesian Patchouli leaf, Papyrus, Benzoin",en,png,750x750,"Davidoff Hot Water, Thierry Mugler Angel Nova Set - EDP 50 ml + EDP Mini 5 ml, Bvlgari Splendida Patchouli Tentation"
Lootah Immerse EDP,"You are on a date with the unique fragrance from the Lootah perfume collection, ""Immerse"" perfume with its addictive euphoria.
A splendid fragrance that highlights the uniqueness of contradictions and glimpses of the heritage, leaving its stamp upon the hearts of those around you.
It is characterized by a blend of refreshing citrus notes with notes of peach, enhanced by warm amber and aromatic jasmine to leave a unique trail of agarwood for a long time
About the brand:
Lootah is a leading Emirati brand in the perfume industry since the 1950s, carrying a wealth of knowledge in perfumes and incense that generates great fragrances. Lootah perfumes are distinguished by their unique design, creating a passionate relationship with people all over the world, and they contain a wide range of perfumes that combine oriental luxury and a French touch, along with a set of beautiful perfume sets that definitely suit your taste. Lootah always maintains teamwork, knowledge, simplicity, innovation, quality, integrity and commitment.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/2/6297000836287-lootah-lootah-immerse-eau-de-parfum-100-ml.png,Lootah,225,Women,Perfume,Glamorous,Oud,80 ml,2017,Eau de Parfum,"Neroli, Grapefruit, Peachtree Flower","Amber, Jasmine",Oudh Wood,en,png,750x750,"WAW Wood EDP - 50 ml, Tous Les Jours Perfume Day 359, Guerlain Idylle Love Blossom (Travel Exclusive)"
Dolce & Gabbana The One For Men Baroque Collector Edition,"Dolce & Gabbana The One For Men Baroque Collector Edition an amazing woody spicy fragrance for men. The newest Perfume of Dolce & Gabbana family and the limited edition of the iconic The One Eau de Toilette. Rich, dense, challenging scent which makes you feel full of life and attractiveness.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_dolce_gabbana_perfumes_the_one_for_men_baroque_collector_edition_for_men_eau_de_toilette_3423473016151.jpg,Dolce & Gabbana,109,Men,Perfume,Romantic,Oriental,50 ml,2014,Eau de Toilette,"grapefruit, coriander, basil","cardamom, ginger","tobacco, amber, cedar",en,png,750x750,"Elie Saab Le Parfum Resort Collection, Mont Blanc Starwalker, The Harmonist Matrix Metal EDP"
Thameen Fragrance The Cora Essentials Set (EDP 50ml + Hair Fragrance 50 ml + Body Lotion 100ml),"Unique luxurious set by Thameen Fragrance. The set offers a splendid classic fragrance that adds a charming and long-lasting scent. It also reveals a hair mist with keratin to keep your hair fortified and lovely-scented. Moreover, the amazing body lotion, enriched in argan oil and shea butter, nourishes your skin and provides it with an exceptional smoothness. This set is your best companion in your special and distinctive moments.",https://cdn.paris-avenues.com/image/cache/catalog/Product2/724120146867-Thameen-The-Cora-EDP-50-Ml-body-lotion-100-Ml-Hair-Fragrance-50-Ml-750x750.jpg,The Merchant of Venice,347,Women,Perfume,Feminine,Floral Oriental,100 ml,2020,Eau de Parfum,"Wild violet,blackcurrant buds,pink peppercorn","cedarwood, white suede accord","Jasmine, Patchouli, Musk",en,png,750x750,"Bvlgari Splendida Patchouli Tentation, Jaguar Vision Sport, Juliette Has A Gun Musc Invisible EDP"
Brioni Brioni EDP,"The extraordinary power of your free-spirited masculinity lies in the harmony of the ozone and pink pepper aromas.
The vibrant fragrance blend helps you discover and express your passion for life.
The touches of violet and musk highlight the emotional and sensual side in you and evokes your positive side.
The strong, intense, and creamy notes of this fragrance stay with you for long hours and boost your confidence.
About the brand:
Brioni is an old Italian fashion house that originated in 1945 and presented a large number of elegant and distinctive fashions. The house did not go into depth in producing a large number of perfumes, but it produced unique and distinctive designs with a distinctive and different character.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/7/6/7640171193595-brioni-brioni-_m_-edp-100-ml.png,Brioni,67,Men,Perfume,Romantic,Woody,100 ml,2021,Eau de Parfum,"Green Apple, Pink Pepper, Ozone","Ambroxan, Violet","Musk, Tonka Bean, Rice",en,png,750x750,"Van Cleef & Arpels Collection Extraordinaire Santal Blanc, Fendi Fan Di Fendi Leather Essence, Diesel Spirit Of The Brave EDT"
Mercedes Benz Woman,"Get the great joyful with this floral oriental scent for women, that mix between modernity and creativity, as well as fills you with an irresistible subtle smell, plus contains an amazing blend of cashmere wood, jasmine, and pears.
About the brand:
Mercedes-Benz is an international brand that known for its deluxe cars in the world and was established in 1925, and unleash their creativity in sports, fashion and elegant parfumes, and now sell their precious products all over the world",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_mercedes-benz_perfumes_woman_for_women_eau_de_perfum.jpg,Mercedes Benz,247,Women,Perfume,Romantic,Floral Oriental,90 ml,2016,Eau de Parfum,"Pears, black currant leaves, gardenia","jasmine, orange blossom","cashmere wood, sandalwood, musk, vanilla.",en,png,750x750,"Moschino Fresh Couture Gold Gift Set (EDP 100 ml + Body Lotion 100 ml + Shower Gel 100 ml), Calvin Klein Ck Sheer Beauty, Hermes Twilly D'Hermes Charming Twilly Limited Edition"
Guerlain Habit Rouge EDP,"Guerlain Habit Rouge is a woody oriental fragrance for men. Rich, dense and challenging, this scent is meant for the stylish man who does everything passionately and strives for a signature look. This dynamic scent opens with bergamot, orange, basil, tangerine, lemon, lime and Brazilian redwood. The heart embraces notes such as carnation, sandalwood, cinnamon, patchouli, jasmine, cedar and rose. The base notes include leather and oud softened by vanilla notes. The magnificent creation of Guerlain awakens the senses and boosts self-esteem. Guerlain Habit Rouge is a sophisticated fragrance that gifts the ultimate freedom.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_guerlain_perfumes_habit_rouge_for_men_eau_de_perfum.jpg,Guerlain,151,Men,Perfume,Romantic,Oriental,100 ml,2017,Eau de Parfum,"Bergamot, Lemon, Rosewood, Basil, Pimento","Sandal, Carnation, Patchouli, Cedar, Rose, Cinnamon","Vanilla, Amber, Moss, Leather, Benzoin, Labdanum, Olibanum",en,png,750x750,"Calvin Klein Eternity Flame For Men, Hermes LAmbre Des Merveilles, S.T. Dupont Essence Pure Pour Femme"
Montale Intense Pepper,"Intense Pepper by Montale is a unisex oriental spicy fragrance created by famous perfumer Pierre Montale. it was launched in the year 2014. The top notes of the perfume are Sicilian lemon, pink pepper, and black pepper; heart notes are floral notes, base notes are oud, cedar, amber, oakmoss, and white musk.
About the brand:
Montale was established in 2003 by Pierre Montale in Paris. Montale creates fragrance from natural ingredients, which makes the fragrance long-lasting. The liquid comes in a special aluminum bottle to protect the fragrance from light. Montale has a variety of fragrances for both men and women.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_montale_perfumes_intense_pepper_for_unsex_eau_de_perfum_m0060183b.jpg,Montale,257,Women,Perfume,Romantic,Oriental,100 ml,2014,Eau de Parfum,"Peruvian Pink Pepper, Madagascan Black Pepper",Floral Notes,"Malayan Oud, Cedarwood, Amber",en,png,750x750,"Dior Oud Ispahan EDP, Miu Miu Twist, Calvin Klein CK Everyone EDT"
Giorgio Beverly Hills G,"G Gorgio Beverly Hills for women has accords of flowers and fruits. It is crafted by the perfumer Alain Astori. The top notes of the perfume consist of Pineapple, Melon, and Bitter Grape. The heart notes contain Orchid, Peony, and a slight touch of Peach and Ginger. The base notes contain Sandalwood and Vetiver.
About the brand:
Giorgio Beverly Hills, established in 1961, was the first luxury boutique to be founded on Rodeo Drive in Beverly Hills, California, United States.It was founded by Fred Hayman and George Grant. Giorgio Beverly Hills was one of the first scents to be marketed via the new technology of scent strips.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_giorgio_beverly_hills_perfumes_g_giorgio_beverly_hills_for_women_eau_de_perfum.jpg,Giorgio Beverly Hills,145,Women,Perfume,Feminine,Fruity,90 ml,1999,Eau de Parfum,"Pineapple, Cantaloupe And Grapefruit","Peony, Ginger, Orchid And Peach",Sandal And Vetiver,en,png,750x750,"Hermes Un Jardin Sur Le Nil, Van Cleef & Arpels Bois D'Iris, Tom Ford Grey Vetiver"
Tous Les Jours Perfume Day 45,"A charming oriental blend that adds to your elegant look. Featuring upper notes of bergamot, middle notes of jasmine and base notes of white musk, the composition reveals a unique scent that combines between the authentic past and wonderful present, making it suitable for both men and women.
About the brand:
Tous Les Jours is a Saudi brand that offers a wide variety of perfumes. it takes into account the different material capabilities of customers while maintaining the characteristics of quality and stability in its products, especially With the quality of the fragrance and the shape of the package. As it uses the finest oils imported from the best French and Swiss sources. The marketing department manages more than 244 points of sale throughout the Kingdom of Saudi Arabia alone, and the number increases to new sites and more in new countries every year.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/0/2000045-tous-les-jours-tous-les-jours---perfume-day-45-1.png,Tous Les Jours,356,Unisex,Perfume,Dynamic,Citrus,55 ml,2017,Eau de Parfum,"Bergamot, Pear","Turkish Rose, May Rose, Indian Jasmine","White Musk, Vanilla",en,png,750x750,"The Different Company After Midnight Refill - 100 ml, Goutal Paris toile d'Une Nuit EDP, Dior Miss Dior Blooming Bouquet"
Elie Saab Le Parfum In White,"A Chypre, Floral and Fruity fragrance to reveal modern femininty. It composes a fascinatine blend of orange blossom on the top, then jasmine in the heart, to end with white musk and pachouli.
About the brand:
Elie Saab is the most well-known Arab fashion designer. He started his business in the early 1980s and specialized in bridal couture. He is the first Arab to create such a name and brand in the fashion industry. He created his first perfume in 2005, which won the award for the best new perfume in England, United States, and France.  ",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_elie_saab_perfumes_le_parfum_in_white_eau_de_parfum.png,Elie Saab,117,Women,Perfume,Feminine,Floral,50 ml,2018,Eau de Parfum,"Mandarin, red fruits","Sambac Jasmin, Orange Blossom","White Musks, Patchouli",en,png,750x750,"Bvlgari Splendida Patchouli Tentation, Chopard Happy Spirit Forever, Paris Hilton Can Can Burlesque EDP"
The Different Company Sublime Balkiss,"Share this unique perfume with your partner and feel the warmth of cocoa with the smell of memories. Sublime Balkiss unisex perfume gives her bewitching beauty and makes him sublime and mysterious.
About the brand:
The Different Company was established in 2000 in Paris. This brand is distinguished by the diversity of the scents and the uniqueness of the fragrances, thanks to the most talented perfumer Thierry de Baschmakoff. This brandâ€™s logo is â€œcreate and propose true luxurious fragrances.â€ Today, this brand manufactures 28 different enticing fragrances and three collections that are performed by eight internationally renowned perfumers.",https://assets.goldenscent.com/catalog/product/cache/18/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/3/7/3760033631882-the-different-company-sublime-balkiss.jpg,The Different Company,344,Unisex,Perfume,Sensual,Floral,50 ml,2008,Eau de Parfum,"Violet,Leaves,Bergamot,Blackberry,Blackcurrant,Blueberry.","Incense, Patchouli, Sandalwood",Madagascar Vanilla,en,png,750x750,"Nicolai Patchouli Intense, Arabian Souvenir Gold EDP, Olibere Le Jardin De La Reine EDP"
Versace Yellow Diamond Gift Set (EDT 50 ML + Shower Gel 50ML + Body Lotion 50 ML),"- How about having an ultra-feminine floral Versace Yellow Diamond fragrance that is confident, seductive and surely smiling?
- Versace Yellow Diamond Gift Set (EDT 50 ml + Shower Gel 50ml + Body Lotion 50 ml) reveals a sweet burst of floral fragrance that stir the emotions.
- This perfume is inspired by a fresh fantasy flower that smells like sweet candy or a colorful bouquet of flowers you may encounter in an ice cream shop in Italy.
- This fragrance is warm, sensual and cheerful, thanks to the gorgeous blend of Amalfi Lemon, Pear, Bergamot, Mimosa, Freesia, Water Lily, African Orange flower, Musk, Amber.
- What is more striking is the smooth Versace Body Lotion and Shower Gel that leave your body supple and well-scented.
About the brand:
Since the introduction of the first Versace signature fragrance in 1981, the innovative Italian label has continued to produce products that allow everyone to wear the many symbols of the Versace lifestyle: luxury, glamour, and sensuality.",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/8/0/8011003859580-versace-versace-yellow-diamond-_w_-set-edt-50-ml-_-prfm-body-lotion-50-ml-_-prfm-showergel-50-ml-1.jpg,Versace,368,Women,Perfume,Dynamic,Woody,50 ml,2011,Eau de Toilette,"Amalfi Lemon, Pear, Bergamot, Neroli","Mimosa, Freesia, Water Lily, African Orange flower","Musk, Guaiac Wood, Amber.",en,png,750x750,"Bvlgari Man In Black Limited Edition Essence, Lootah Immerse EDP, WAW Wood EDP - 50 ml"
